y,x,mass,size,ecc,signal,raw_mass,ep,frame,particle
7.023375834851245,40.02276867030965,63.54474082137297,1.6885629059381415,0.11503902290895665,4.8999284057767865,793.0,0.01954693348087004,0,0
7.011015911872705,39.86536107711138,62.55226040817631,1.7067796270246602,0.07939963543894941,4.880913832339338,793.0,0.01929908478196962,1,0
6.945600888148765,40.03774632250902,62.56681258385907,1.7531542486600493,0.05757202354505386,4.428125786534572,795.0,0.019160347964217877,2,0
7.057116953762466,40.029011786038076,61.22244930330989,1.7136326088288891,0.06604130921588733,4.7179584685234275,786.0,0.020689908097843972,3,0
7.046685878962537,39.889625360230546,62.990036519699295,1.7311354572018782,0.07690955865024944,4.628950810525453,792.0,0.020017581265427273,4,0
7.057549857549858,39.943304843304844,59.535568983868544,1.744425390499675,0.09169048915495377,4.325233644127202,785.0,0.02005672243245932,5,0
6.9464609800362975,39.98820326678766,60.42661871690732,1.7157326880919697,0.0840183829956396,4.6608553456779696,788.0,0.020020737102473443,6,0
7.011366865586814,39.988348962773514,61.79924831582626,1.7415406714176278,0.07567491264916718,4.478206399697555,791.0,0.021808433461394838,7,0
7.681722372779284,40.02288467329118,57.2964233757825,1.7337884191691462,0.04359621709630131,4.399454369414194,777.0,0.02025878863452514,8,0
7.38424345847554,40.01137656427759,58.95723582156888,1.7595020755994237,0.07962274272486868,4.275908741325388,780.0,0.020011092139937545,9,0
7.6558404558404565,40.02763532763533,58.022015913404424,1.765206621320693,0.04791381931479761,4.215274660375535,782.0,0.02072226560619314,10,0
7.425856697819315,40.01152647975078,57.20583836480079,1.7159686146909452,0.04849822215309591,4.544389028979502,779.0,0.021896439060733755,11,0
7.586216757220475,40.05032885330283,54.69772646994856,1.762816136769813,0.05605273779352942,3.988538818941059,768.0,0.02241358110634373,12,0
7.4071336760925455,39.90745501285347,55.6160922637894,1.6988011802066378,0.05987235303873504,4.557231210561149,770.0,0.023473314104281183,13,0
7.397350993377483,39.92462945443078,54.73147780029811,1.7102470033191202,0.08737030843291262,4.401301431433623,768.0,0.021876446624125696,14,0
7.565427192733466,40.07521998296906,57.581301752613,1.7646029145183817,0.03756558354607266,4.167820592369093,778.0,0.021774350888637287,15,0
7.380719424460432,39.95741007194245,60.36251451815431,1.7581055860779697,0.03809519870090427,4.429479482627151,786.0,0.020211133763159903,16,0
7.596516690856314,39.94833091436865,57.33455220326215,1.7503057995311215,0.04426336727232758,4.243921861199375,780.0,0.020666262588312643,17,0
7.4125,39.941964285714285,56.61737160930027,1.7427571204710026,0.04103216310081534,4.296854095348682,773.0,0.02142272909674058,18,0
7.038043478260869,40.03049516908212,59.61286027516481,1.7137374755970356,0.09245873450401525,4.58975826393932,783.0,0.020769752984937807,19,0
7.34366576819407,40.02803234501348,56.84171239225145,1.784705914753558,0.053358298799895225,3.9069101509498974,781.0,0.020586466700956697,20,0
7.578225068618481,39.965538273863984,58.70464346039469,1.7342503497747404,0.08254553823500567,4.565319939737922,780.0,0.020283378235868194,21,0
7.086889301175015,40.09152752009895,59.12469446721177,1.6942370214125293,0.0865519969505249,4.661965704743043,784.0,0.02108938312833089,22,0
6.962677725118484,39.95793838862559,61.271230145612066,1.723135024539925,0.10058340821397471,4.6098615097705755,786.0,0.019856798261129502,23,0
6.911045655375553,39.99793814432989,62.992995735580934,1.7183922341530888,0.11258590146357211,4.7314326693882585,793.0,0.019894226730082,24,0
7.051973871059358,40.04799772791821,62.460416290894884,1.743083870698622,0.06121276310182877,4.523546195449644,794.0,0.0187932397059357,25,0
7.092841163310962,39.98266219239373,63.39029791482019,1.7549865038328205,0.05411107070479579,4.52028131104003,795.0,0.019191070996382835,26,0
6.896251874062969,39.980509745127435,63.335005828229725,1.7129019188232133,0.06412971362297842,4.842706592563292,791.0,0.019930922466153966,27,0
6.9551976573938505,40.04655929721815,60.50898296719501,1.7260386352641697,0.0635071314241095,4.518240309409876,785.0,0.02029717812391711,28,0
7.605105920695275,39.93590439978273,59.63691952782198,1.7870011658522211,0.06520605120970768,4.130204910264695,786.0,0.02131665057421475,29,0
7.4291098869237455,39.98492316613511,58.611760794784225,1.7628293765545555,0.06723199884403465,4.33342969053928,784.0,0.020979475789744524,30,0
7.411816320561568,39.966949400409476,56.33420705470342,1.7426568454401299,0.07139290135592205,4.201586077493236,772.0,0.021891650615622964,31,0
7.379632419403435,40.0,58.77104733610427,1.7220194567252027,0.06226131058879504,4.515401347004094,779.0,0.021149499747169974,32,0
7.673480365788058,40.07638515330823,60.598058801765916,1.7772696661958123,0.07196846787899643,4.156133672525634,790.0,0.02067488957412283,33,0
7.43864848844102,40.022525192649674,55.63719430692914,1.733932077823077,0.06830842696411153,4.2049450350524396,769.0,0.022581324632975845,34,0
7.348143817597194,39.9967845659164,56.62358448254914,1.7304467828861576,0.07681214557125736,4.2206998079655165,776.0,0.0212656796543041,35,0
7.690892910115693,40.00741619697419,57.67592459202731,1.7227774171585521,0.05176455617408299,4.362907377919598,780.0,0.01996182816587749,36,0
7.261475886112725,39.84282393957002,61.344880012737875,1.7464997783813523,0.10021730415480126,4.544725276946007,788.0,0.020751257661572573,37,0
7.682912332838038,40.59554234769688,53.4280413082113,1.7476794208601496,0.11852348237274725,4.04878173360888,767.0,0.023108047895640322,38,0
7.644796380090497,40.67024886877828,55.27834485878683,1.7833759738914825,0.0699137485987479,3.986419100393281,773.0,0.022953294037156572,39,0
7.561224489795919,39.91367898510756,55.638903422793874,1.7813460084343609,0.0689990467669015,3.9128296670745826,772.0,0.02311850943978524,40,0
